"ID","Created Date","Updated Date","Owner","project","slug","team","projectLead","completionDate","status","projectType","Project Details - Admin","company","brief","contact","Project Details - Client","lead","confirmation","productionBudget","documentation","projectCompletionForm","docSigned","projSigned","Project Calendar - Admin","statsSheet","link-projects-project","Project Calendar - Client"
"24b7d6ec-0579-4b09-a11e-69c2e06d83a0",2022-11-30T20:24:42Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","White Space - Web Development","60796","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""a3efb115-821a-43d3-94ad-afc4382a24df"",""8055f94c-ed6b-43cf-b3aa-659c790942a8""]",,2022-06-29T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/60796","aa83a9f4-58d8-4c37-9029-13cd8b1494e9",,"6f4da86d-aa82-4b4c-ad4b-9739c7245db6","/project/60796","5c084634-6869-4e43-a13e-fbede7b594d4",,0,,,,,"/dashboard-calendar/60796",,"60796","/calendar/60796"
"24c82f1b-47fb-4df0-b039-1155c759647b",2024-01-16T10:32:05Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Ride Skipper - Brand Guidelines","56813","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""144e9bd2-9ce5-4a4a-8708-dd5671829b1f""]",,2024-02-08T20:00:00Z,"Completed","86776c2e-a39f-43eb-8db3-02b55daceb08","/dashboard-project/56813","a4951bc6-bc11-4719-918b-1c0361369e6f",,"05d391b7-ffaa-45a4-8827-6d519c92a5fd","/project/56813","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,"4666c5f3-06ef-496e-99d3-b80cee589a71",,true,,"/dashboard-calendar/56813",,"56813","/calendar/56813"
"252a37a9-1117-4021-b140-957e3181c3a7",2024-01-22T06:26:45Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Mutant Marketing 2024","220654","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""144e9bd2-9ce5-4a4a-8708-dd5671829b1f""]",,2024-12-30T20:00:00Z,"Completed","3dfa2732-4093-4a45-b4a4-661907aeb0ef","/dashboard-project/220654","426d8f37-fc41-444b-ab15-e9fc7bbb0933",,"f93f27cb-8874-4d4e-89f8-efbe91841fb2","/project/220654","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,,,,,"/dashboard-calendar/220654",,"220654","/calendar/220654"
"257367b0-b71b-45f4-881b-44aeaaa36780",2025-01-20T16:09:14Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Exec Tech - Social Media Marketing","64168","[""a0e512da-decd-4d6e-9631-2e8896f892c0""]",,2025-04-29T20:00:00Z,"Completed","3dfa2732-4093-4a45-b4a4-661907aeb0ef","/dashboard-project/64168","90e8e208-1d0c-4405-a90d-b3682dd74346",,"b39a53e3-62cf-43c8-aa61-94f3d12e4266","/project/64168",,true,0,"b9b7bc57-9096-4be9-b926-4293d4a8d849",,,,"/dashboard-calendar/64168",,"64168","/calendar/64168"
"258a7907-0fbb-4a42-a440-3864f22709b5",2024-07-03T10:40:48Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Aliice - Social Media Marketing","775808","[""bbfbe5c1-1ef3-4166-bdf4-96fc3f1e7255"",""86b14473-f7c1-45b3-abba-dacc255875fe"",""ccd8178e-6954-4b63-9ea3-6f8c601b9580"",""144e9bd2-9ce5-4a4a-8708-dd5671829b1f""]",,2024-12-30T20:00:00Z,"Not Started","3dfa2732-4093-4a45-b4a4-661907aeb0ef","/dashboard-project/775808","f9aa4f91-b841-4e4e-9c7d-9808d0894ab0",,"ef7e813b-6e69-48ee-b468-3a07c6ce82b3","/project/775808","86b14473-f7c1-45b3-abba-dacc255875fe",false,0,,,,,"/dashboard-calendar/775808",,"775808","/calendar/775808"
"2690fb93-ff6c-4d61-8312-eea8799b45ef",2023-04-07T11:50:53Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Emirates World - Web Design & Development","14812","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""8055f94c-ed6b-43cf-b3aa-659c790942a8""]",,2020-04-05T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/14812","3f7c1374-b464-48a6-8163-f14cbf61a72c",,"3bd35c8a-56bc-444b-94b5-fda05799ed93","/project/14812","5c084634-6869-4e43-a13e-fbede7b594d4",,0,,,,,"/dashboard-calendar/14812",,"14812","/calendar/14812"
"26f21198-1f19-48d0-9d58-948d8882608b",2023-06-06T07:27:18Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Al Wasl Events - Email Campaigns [June to October]","55185","[""5c084634-6869-4e43-a13e-fbede7b594d4""]",,2023-06-05T20:00:00Z,"Completed","b4bae6d3-75e5-458b-8188-ced2388e559d","/dashboard-project/55185","a9fcb0ef-847b-44f7-8e69-281f112d9134","<p>Brevo</p><p>AED 300.00 (monthly)</p><p>100,000 emails/month</p><p> </p><p>Database set-up and migration</p><p>AED 500.00 (One time) *</p><p> </p><p>Email campaign design and copywriting</p><p>AED 300.00 (per email campaign) </p><p> </p><p>TOTAL One time cost: AED 500.00</p><p>TOTAL monthly cost: AED 600.00 (one campaign per month - June to September)</p><p> </p><p>TOTAL: AED 2,900.00</p>","d99df0dd-c3ad-490d-9751-ca53d782f349","/project/55185","5c084634-6869-4e43-a13e-fbede7b594d4",true,,,,,,"/dashboard-calendar/55185",,"55185","/calendar/55185"
"2855bc1e-d894-461a-a571-03d5a44b7166",2023-10-27T09:37:34Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Just Bespoke - Marketing Campaign 3","58460","[""77c8d6d6-afd6-42d7-ac13-78bdda0d9926"",""a3efb115-821a-43d3-94ad-afc4382a24df""]",,2023-12-30T20:00:00Z,"Completed","b4bae6d3-75e5-458b-8188-ced2388e559d","/dashboard-project/58460","95e395d7-0d71-4943-aab0-4d2e8bb091f8",,"09cea7d5-f022-4638-a423-4898ec5bb593","/project/58460","77c8d6d6-afd6-42d7-ac13-78bdda0d9926",true,0,,,,,"/dashboard-calendar/58460",,"58460","/calendar/58460"
"29a9c2be-66fb-485a-abf4-c2733327cd34",2024-07-09T08:03:18Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","French Atmospheres - Web Development","576986","[""a3efb115-821a-43d3-94ad-afc4382a24df""]",,2024-10-03T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/576986","9fb9d932-a290-424f-a507-ff50241e569d",,"3bc13a21-254b-4c8d-b4ca-31fa4f96b5f5","/project/576986","a3efb115-821a-43d3-94ad-afc4382a24df",true,0,,,,,"/dashboard-calendar/576986",,"576986","/calendar/576986"
"2a098ec9-6f7e-49b1-a596-0a580fcd9c31",2022-11-16T12:22:53Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","111 Group - Web & App Development (V1)","70492","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""77c8d6d6-afd6-42d7-ac13-78bdda0d9926"",""a3efb115-821a-43d3-94ad-afc4382a24df"",""5d29f4a7-4e82-4141-9bad-b4a06a04571f"",""e29bb22d-c98b-402b-9b81-1551aa2adb26"",""11af1b74-7fd3-45bb-9d51-4dfe9c8a4055""]",,2023-12-19T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/70492","75be43f0-4a3a-44ed-8e43-cfe7fe4615c2",,"c9e0cac3-097a-4ee7-8cac-67b340fa96ef","/project/70492","5c084634-6869-4e43-a13e-fbede7b594d4",true,10500,,,,,"/dashboard-calendar/70492",,"70492","/calendar/70492"
"2a4f05b7-0a60-47fb-ac20-b7742f811819",2024-09-19T16:14:45Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Simply Forex - Social Media Marketing","466140","[""ccd8178e-6954-4b63-9ea3-6f8c601b9580"",""4c285320-862d-44d0-b17a-794f7125db04""]",,2025-03-30T20:00:00Z,"Completed","3dfa2732-4093-4a45-b4a4-661907aeb0ef","/dashboard-project/466140","0e683bfd-b212-43c3-9413-ba980c3162d9",,"be525bea-64a9-4c92-9de7-b58f0db50e12","/project/466140","4c285320-862d-44d0-b17a-794f7125db04",true,0,,,,,"/dashboard-calendar/466140",,"466140","/calendar/466140"
"2a7820b9-071b-48c1-be19-60a5d4b3e6d0",2022-11-30T19:40:14Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Sofit Health Kitchen - Web Development","60371","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""8055f94c-ed6b-43cf-b3aa-659c790942a8""]",,2022-07-12T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/60371","628d243e-99c9-4481-8cc4-b69a388a0e76",,"5fea2a0d-0165-448a-a9ac-49305b5507fb","/project/60371","5c084634-6869-4e43-a13e-fbede7b594d4",,0,,,,,"/dashboard-calendar/60371",,"60371","/calendar/60371"
"2aecd8c8-af66-4dc1-acc8-86f4545f04fb",2024-03-29T07:30:10Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Bold & Beyond Coaching - Social Media Marketing & Performance Marketing","118909","[""a0e512da-decd-4d6e-9631-2e8896f892c0"",""4c285320-862d-44d0-b17a-794f7125db04""]",,2025-03-30T20:00:00Z,"Completed","3dfa2732-4093-4a45-b4a4-661907aeb0ef","/dashboard-project/118909","0d5fb996-1d33-40e4-a21c-63d0244f4b18","<p> </p>","353350f0-9fa0-4d37-ad9b-54ebfc7d77ea","/project/118909","4c285320-862d-44d0-b17a-794f7125db04",true,0,"0dafbf47-9cd1-450d-8f03-7f3e20417cbf",,,,"/dashboard-calendar/118909",,"118909","/calendar/118909"
"2b1d6789-fd47-42a1-a4cb-3edf94d807d9",2024-02-11T15:12:14Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Mutant - Website Revamp","486923","[""bbfbe5c1-1ef3-4166-bdf4-96fc3f1e7255"",""5c084634-6869-4e43-a13e-fbede7b594d4"",""ccd8178e-6954-4b63-9ea3-6f8c601b9580"",""144e9bd2-9ce5-4a4a-8708-dd5671829b1f""]",,2024-03-07T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/486923","426d8f37-fc41-444b-ab15-e9fc7bbb0933",,"f93f27cb-8874-4d4e-89f8-efbe91841fb2","/project/486923","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,,,,,"/dashboard-calendar/486923",,"486923","/calendar/486923"
"2b81ae2e-a042-458a-89a1-643b15f88a9a",2023-08-22T13:02:10Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","St. Trop - Web Design & Development","21359","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""a3efb115-821a-43d3-94ad-afc4382a24df""]",,2023-11-27T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/21359","734506c8-4e02-428f-92a5-1f1a96a7cd28","<p>Waldorf Astoria</p><p>Editor X – Website Migration</p><p>Date: 3rd August 2023 Quotation 2023-017.2</p><p>Corporate Portfolio Website : sttropdifc.com</p>","7bb6ae04-1720-4b69-b428-1b13a67b8fe8","/project/21359","77c8d6d6-afd6-42d7-ac13-78bdda0d9926",true,2100,,,,,"/dashboard-calendar/21359",,"21359","/calendar/21359"
"2becb7d8-c2b0-4475-9774-b74080956a34",2022-11-30T16:09:19Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","AZ & Co - Web Development","14406","[""5c084634-6869-4e43-a13e-fbede7b594d4""]",,2022-09-18T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/14406","f32c1b3c-b303-4392-80fe-40e24b350b1c",,"3f268474-79f6-4bd7-8b83-db58f918c66c","/project/14406","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,,,,,"/dashboard-calendar/14406",,"14406","/calendar/14406"
"2dcd3ed1-45a8-403f-a52e-ccb692a3ac81",2024-09-25T12:20:54Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Airstay - SEO Management","622422","[""a0e512da-decd-4d6e-9631-2e8896f892c0"",""c0215e98-e7a9-4f3b-9af7-33d644f289fa"",""4c285320-862d-44d0-b17a-794f7125db04""]",,2024-10-24T20:00:00Z,"Completed","b4bae6d3-75e5-458b-8188-ced2388e559d","/dashboard-project/622422","e5a8f142-b45d-4375-973d-f0cc776663e1",,"362a2d4b-7db8-4972-b783-40b81cfb06ae","/project/622422","4c285320-862d-44d0-b17a-794f7125db04",true,0,,,,,"/dashboard-calendar/622422",,"622422","/calendar/622422"
"32b09f65-6ba4-44e5-8e22-a3ade39eab3a",2023-03-13T10:25:33Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Luxury Oudh - Website Design & Development","28811","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""a3efb115-821a-43d3-94ad-afc4382a24df"",""c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375"",""5d29f4a7-4e82-4141-9bad-b4a06a04571f"",""e29bb22d-c98b-402b-9b81-1551aa2adb26"",""11af1b74-7fd3-45bb-9d51-4dfe9c8a4055""]",,2023-10-26T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/28811","8d470f66-352c-4a1b-8668-774da3c08e70","<p>Editor X</p><p>ecommerce Website Design &amp; Development</p><p>General SEO Settings</p><p>Stripe Integration</p><p>Copy Writing</p><p>Total Cost AED 6,000</p>","cce2f2f0-fe68-4787-9a27-086de2d2d271","/project/28811","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375",true,0,,,,,"/dashboard-calendar/28811",,"28811","/calendar/28811"
"32bc6295-2e79-4a63-a885-c69904b68280",2025-10-09T10:32:37Z,2026-02-01T09:29:35Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Alkalive - Web Development","105397","[""e29bb22d-c98b-402b-9b81-1551aa2adb26"",""7f710291-8033-444e-99e9-424cc4da2bc0"",""a3efb115-821a-43d3-94ad-afc4382a24df"",""8055f94c-ed6b-43cf-b3aa-659c790942a8"",""89b1bd50-a9db-4d81-ae5c-f2f2e585766c"",""fca900e0-a536-4137-a77e-5a8025040e72""]",,2026-01-07T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/105397","18b7a26f-7f8a-456f-a7c6-d26aa1535fec",,"bc11950a-9d16-4be3-b6ec-a47eac605c9b","/project/105397","8055f94c-ed6b-43cf-b3aa-659c790942a8",true,0,,,,,"/dashboard-calendar/105397",,,"/calendar/105397"
"330d96ce-6b84-4160-9bec-e572441b1401",2025-01-06T05:56:53Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Tashafa - Web Development","415293","[""e29bb22d-c98b-402b-9b81-1551aa2adb26"",""8055f94c-ed6b-43cf-b3aa-659c790942a8"",""a25ca145-086d-426e-9d64-e6f1a13f5a29"",""89b1bd50-a9db-4d81-ae5c-f2f2e585766c""]",,2025-04-28T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/415293","bc6fcd28-3ce6-4fa8-ae26-c74e8e881e89",,"1cc38d61-a987-4bd2-bbd3-408fbb1fcda3","/project/415293","8055f94c-ed6b-43cf-b3aa-659c790942a8",true,0,,,,,"/dashboard-calendar/415293",,"415293","/calendar/415293"
"333091d1-e3e1-45d0-950f-8becd4b58d87",2024-07-08T16:35:10Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Libya Build Tripoli 2025  - Creatives & Social Media Marketing","209787","[""ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c"",""a0e512da-decd-4d6e-9631-2e8896f892c0"",""5c084634-6869-4e43-a13e-fbede7b594d4"",""9f3c0fa1-d627-46e1-af60-4cb88b4e682c"",""ccd8178e-6954-4b63-9ea3-6f8c601b9580"",""4c285320-862d-44d0-b17a-794f7125db04""]",,2025-06-29T20:00:00Z,"Completed","3dfa2732-4093-4a45-b4a4-661907aeb0ef","/dashboard-project/209787","ac8e2429-cd88-4f8a-97b3-cfb7abb2e4f9",,"dd7bcc46-8b76-4c12-9339-218315cda11e","/project/209787","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,,,,,"/dashboard-calendar/209787",,"209787","/calendar/209787"
"34415d5c-7f31-4ad0-bbc2-473614212016",2023-08-16T09:15:38Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Mentora - Dashboards","78450","[""bbfbe5c1-1ef3-4166-bdf4-96fc3f1e7255"",""8055f94c-ed6b-43cf-b3aa-659c790942a8""]",,2023-12-21T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/78450","baf0c249-c211-4d56-87d0-528aeed3e86e","<p><span style=""font-weight:bold"">Influencer Marketing</span></p><p><span style=""font-style:italic"">Reports Dashboard - Analytics &amp; Progress   Tracking</span></p><p><span style=""font-style:italic"">Mentor Selection &amp; Booking</span></p><p><span style=""font-style:italic"">Mentor Availability Management</span></p><p><span style=""font-style:italic"">Clock in/out system</span></p><p><span style=""font-style:italic"">Automated Payment System &amp; Mentor Payouts</span></p><p><span style=""font-style:italic"">Mentor Profile</span></p><p><span style=""font-style:italic"">Custom Calendar App</span></p><p>Priority Bookings</p><p><span style=""font-style:italic"">Cash Flow Management &amp; Mentor Balance</span></p>","b77bfebd-f845-4121-9848-af1191844e05","/project/78450","8055f94c-ed6b-43cf-b3aa-659c790942a8",true,0,,,,,"/dashboard-calendar/78450",,"78450","/calendar/78450"
"3542fa38-ba70-4dac-9f77-fc9c936bf04a",2024-01-05T06:32:05Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","111 Group - Phase 1 Rebuild","394200","[""e29bb22d-c98b-402b-9b81-1551aa2adb26"",""5d29f4a7-4e82-4141-9bad-b4a06a04571f"",""8055f94c-ed6b-43cf-b3aa-659c790942a8"",""144e9bd2-9ce5-4a4a-8708-dd5671829b1f""]",,2024-06-29T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/394200","75be43f0-4a3a-44ed-8e43-cfe7fe4615c2",,"c9e0cac3-097a-4ee7-8cac-67b340fa96ef","/project/394200","8055f94c-ed6b-43cf-b3aa-659c790942a8",true,0,,,,,"/dashboard-calendar/394200",,"394200","/calendar/394200"
"36169434-f12b-4d93-ab0d-7419ed0442f1",2024-04-17T05:45:38Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Bold & Beyond Coaching - Branding","558966","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""ccd8178e-6954-4b63-9ea3-6f8c601b9580""]",,2024-05-20T20:00:00Z,"Completed","86776c2e-a39f-43eb-8db3-02b55daceb08","/dashboard-project/558966","0d5fb996-1d33-40e4-a21c-63d0244f4b18",,"353350f0-9fa0-4d37-ad9b-54ebfc7d77ea","/project/558966","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,"f350b896-daac-4d82-8de4-e1b1f2eec29f",,,,"/dashboard-calendar/558966",,"558966","/calendar/558966"
"3968a85d-25ee-4926-9a20-128e2432e94b",2022-11-18T10:06:57Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Carling - Guess The Score","40828","[""a3efb115-821a-43d3-94ad-afc4382a24df"",""5c084634-6869-4e43-a13e-fbede7b594d4"",""8055f94c-ed6b-43cf-b3aa-659c790942a8""]",,2022-11-17T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/40828","c46a0b82-78f2-4142-8e25-a9f3f16bda0a","<p>Carling</p>","eea2dcdc-ddff-4fc3-8535-5ba9643dc5f5","/project/40828","5c084634-6869-4e43-a13e-fbede7b594d4",,0,,,,,"/dashboard-calendar/40828",,"40828","/calendar/40828"
"39c4b390-0401-4d1d-86da-5f6ac7f444ef",2022-11-30T20:20:51Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Kham.Co - Rebuild on Editor X","51047","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""8055f94c-ed6b-43cf-b3aa-659c790942a8""]",,2022-05-23T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/51047","2bc7a710-aefc-4b06-b0b2-361b14b3b092",,"505f4a91-9143-497d-beb8-1747348c8e3e","/project/51047","5c084634-6869-4e43-a13e-fbede7b594d4",,0,,,,,"/dashboard-calendar/51047",,"51047","/calendar/51047"
"3c538470-3c1d-4eeb-b314-86944832f0e0",2022-11-30T16:43:10Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","The Bookshelf - Web Update","35431","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""a3efb115-821a-43d3-94ad-afc4382a24df"",""8055f94c-ed6b-43cf-b3aa-659c790942a8""]",,2022-06-14T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/35431","b6ff9784-6deb-4b2f-bc74-6507b5168613",,"cf6b453e-942e-4776-aab5-c0a48db4baf9","/project/35431","5c084634-6869-4e43-a13e-fbede7b594d4",,0,,,,,"/dashboard-calendar/35431",,"35431","/calendar/35431"
"3f00bb1f-97b5-4523-afd8-d3a4ae8e83f1",2024-07-04T05:55:21Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Event X Maintenance & Enhancements","142176","[""a3efb115-821a-43d3-94ad-afc4382a24df""]",,2024-07-11T20:00:00Z,"Cancelled","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/142176","f9c4b9cf-50cd-44a2-ba40-f853a021b41f",,"2969a5b1-27f4-4a9e-bde4-8ee5ecf4dd85","/project/142176","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,,,,,"/dashboard-calendar/142176",,"142176","/calendar/142176"
"40863a18-e977-4f53-9fc6-8fa8f9910b58",2024-05-01T16:58:02Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Libya Build 2025 - Creatives","638721","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""9f3c0fa1-d627-46e1-af60-4cb88b4e682c""]",,2025-05-30T20:00:00Z,"Completed","1b8811dd-d1b8-4282-a76f-943dcc15d3a3","/dashboard-project/638721","f9c4b9cf-50cd-44a2-ba40-f853a021b41f",,"2969a5b1-27f4-4a9e-bde4-8ee5ecf4dd85","/project/638721","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,,,,,"/dashboard-calendar/638721",,"638721","/calendar/638721"
"4341470c-d268-4701-bf36-a2e450b166e1",2025-01-20T11:14:08Z,2025-12-05T16:23:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Kudo Trade - Social Media Marketing","207409","[""a0e512da-decd-4d6e-9631-2e8896f892c0"",""4c285320-862d-44d0-b17a-794f7125db04""]",,2025-04-29T20:00:00Z,"Completed","3dfa2732-4093-4a45-b4a4-661907aeb0ef","/dashboard-project/207409","8ac008a5-6be6-4b6e-9983-3e8b2258af9f","<p>Exec-Tech (3-month retainer)</p><p>6 Posts / Month</p><p>2 Stories a week</p><p>Monthly Content Calendar &amp; Strategy</p><p>Post / Story Scheduling</p><p>Monthly Analytics &amp; Reporting</p><p> </p><p>Kudotrade (3-month retainer)</p><p>Google my Business</p><p>12 Posts / Month</p><p>3-4 Stories a week</p><p>Monthly Content Calendar &amp; Strategy</p><p>Post / Story Scheduling</p><p>Monthly Analytics &amp; Reporting</p>","698359fb-447b-4da0-8eab-0de2a24bfc0f","/project/207409","4c285320-862d-44d0-b17a-794f7125db04",true,0,"6400ce49-60f2-447e-9dbe-472513401ce5",,,,"/dashboard-calendar/207409",,"207409","/calendar/207409"
"43926fd3-a47e-4a77-a141-b8c4fe09a703",2022-11-11T12:01:09Z,2025-12-05T16:23:24Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","Aequius - Investment Portal (Phase 1)","aequius","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""a3efb115-821a-43d3-94ad-afc4382a24df""]","5c084634-6869-4e43-a13e-fbede7b594d4",2022-12-08T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/aequius","a2b2ac31-3ec4-421a-a429-676fed26d838","<p class=""font_8"">Investment Portal</p>","ffb9a6e8-817b-42d1-9ea0-a6afe5c464be","/project/aequius","5c084634-6869-4e43-a13e-fbede7b594d4",true,812,,,,,"/dashboard-calendar/aequius",,"aequius","/calendar/aequius"
"4483c20e-13f1-434b-a688-d3af1d15456a",2022-11-30T21:06:43Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Jacob's Creek - Web App","47814","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""a3efb115-821a-43d3-94ad-afc4382a24df"",""8055f94c-ed6b-43cf-b3aa-659c790942a8""]",,2022-08-15T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/47814","c46a0b82-78f2-4142-8e25-a9f3f16bda0a",,"ce43c726-29ab-409f-9653-bb6300499798","/project/47814","5c084634-6869-4e43-a13e-fbede7b594d4",,0,,,,,"/dashboard-calendar/47814",,"47814","/calendar/47814"
"449d45ed-a44e-417b-995b-8c3a5318ff80",2023-04-07T11:49:16Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Miim Store- Web Design & Development","58208","[""5c084634-6869-4e43-a13e-fbede7b594d4""]",,2019-05-29T20:00:00Z,"Completed","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/58208","730fc70e-4033-4d9d-bc07-480311e23f8f",,"153ea345-c53e-4284-a45e-53bcecd518b9","/project/58208","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,,,,,"/dashboard-calendar/58208",,"58208","/calendar/58208"
"4533d612-a771-447f-a5e8-08a89f2afa04",2023-01-09T15:45:37Z,2025-12-05T16:23:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Bayti Website Phase 1","42853","[""5c084634-6869-4e43-a13e-fbede7b594d4"",""8055f94c-ed6b-43cf-b3aa-659c790942a8"",""a3efb115-821a-43d3-94ad-afc4382a24df"",""5d29f4a7-4e82-4141-9bad-b4a06a04571f"",""e29bb22d-c98b-402b-9b81-1551aa2adb26"",""11af1b74-7fd3-45bb-9d51-4dfe9c8a4055""]",,2023-05-18T20:00:00Z,"Cancelled","ece86a13-c171-41db-a0f2-537ffdfca451","/dashboard-project/42853","21174091-b4b6-4c66-8637-9f661fa79705","<p>Phase 1 - Website Design and Development</p>","5255281c-ce98-4e8c-a06f-d69428dc211b","/project/42853","5c084634-6869-4e43-a13e-fbede7b594d4",true,0,,,,,"/dashboard-calendar/42853",,"42853","/calendar/42853"
