"invoiceNumber","slug","Invoice Details","Invoices (Item)","Client Receipt","Client Payment Confirmation","company","contact","project","invoiceDate","po","total","notes","status","paymentSchedules","search","ID","Created Date","Updated Date","Owner","companyInvoice","quotation","paymentDueDate"
"INV-REV22MM-085","inv-rev22mm-085","/dashboard-invoice/inv-rev22mm-085","/public-invoice/inv-rev22mm-085/398cc94d-fa1e-46ec-85a6-2717f30d040b","/receipt/inv-rev22mm-085/398cc94d-fa1e-46ec-85a6-2717f30d040b","/payment-confirmation/inv-rev22mm-085/398cc94d-fa1e-46ec-85a6-2717f30d040b","b6ff9784-6deb-4b2f-bc74-6507b5168613","cf6b453e-942e-4776-aab5-c0a48db4baf9","3c538470-3c1d-4eeb-b314-86944832f0e0",2022-11-23T20:00:00Z,,2000,,"Paid",,"INV-REV22MM-085, The Bookshelf","398cc94d-fa1e-46ec-85a6-2717f30d040b",2022-11-28T12:36:53Z,2024-09-17T05:15:50Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","he Bookshelf",,
"INV-25MM-022","inv-25mm-022","/dashboard-invoice/inv-25mm-022","/public-invoice/inv-25mm-022/39d73b05-5d68-452c-a689-090e988f9c3b","/receipt/inv-25mm-022/39d73b05-5d68-452c-a689-090e988f9c3b","/payment-confirmation/inv-25mm-022/39d73b05-5d68-452c-a689-090e988f9c3b","90e8e208-1d0c-4405-a90d-b3682dd74346","b39a53e3-62cf-43c8-aa61-94f3d12e4266","257367b0-b71b-45f4-881b-44aeaaa36780",2025-01-12T20:00:00Z,"N/A",4000,,"Paid","[{""paymentNumber"":""RX-25MM-022"",""percentage"":null,""_id"":""2547a247-d512-4e69-b759-ab76f3b1e158"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-03-17T08:21:06.110Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-03-17T08:21:20.429Z""},""amount"":2000,""company"":""90e8e208-1d0c-4405-a90d-b3682dd74346"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""January"",""invoice"":""39d73b05-5d68-452c-a689-090e988f9c3b"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2025-03-12T20:00:00Z""},""paymentDate"":{""$date"":""2025-03-17T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""percentage"":null,""_id"":""8ed02ef0-2b4e-4c47-895d-4938486eedb4"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-03-17T08:21:40.157Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-03-26T06:13:21.255Z""},""amount"":2000,""company"":""90e8e208-1d0c-4405-a90d-b3682dd74346"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""February"",""invoice"":""39d73b05-5d68-452c-a689-090e988f9c3b"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2025-03-13T20:00:00Z""},""paymentDate"":{""$date"":""2025-03-25T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""percentage"":null,""_id"":""5af50af0-dffc-4ef1-b8a0-89c2a39e2de5"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-03-17T08:21:58.481Z""},""paymentMethod"":"""",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-04-24T12:04:43.720Z""},""amount"":2000,""company"":""90e8e208-1d0c-4405-a90d-b3682dd74346"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""March"",""invoice"":""39d73b05-5d68-452c-a689-090e988f9c3b"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2025-04-23T20:00:00Z""},""paymentDate"":null,""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-022, Exec Tech - Social Media Marketing, Exec Tech","39d73b05-5d68-452c-a689-090e988f9c3b",2025-03-17T08:18:56Z,2025-08-04T10:25:32Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Exec Tech",,
"INV-24MM-099","inv-24mm-099","/dashboard-invoice/inv-24mm-099","/public-invoice/inv-24mm-099/3a95a144-1f9d-4524-98d8-195aab8f9aba","/receipt/inv-24mm-099/3a95a144-1f9d-4524-98d8-195aab8f9aba","/payment-confirmation/inv-24mm-099/3a95a144-1f9d-4524-98d8-195aab8f9aba","f9c4b9cf-50cd-44a2-ba40-f853a021b41f","2969a5b1-27f4-4a9e-bde4-8ee5ecf4dd85","1b2f16d7-192d-4d10-88a5-0fb18eb4967a",2024-09-15T20:00:00Z,"N/A",1500,,"Paid",,"INV-24MM-099, ATEX International Exhibitions - Social Media, ATEX International Exhibitions","3a95a144-1f9d-4524-98d8-195aab8f9aba",2024-09-16T09:36:47Z,2024-10-25T09:10:55Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ATEX International Exhibitions",,
"INV-REV22MM-035","inv-rev22mm-035","/dashboard-invoice/inv-rev22mm-035","/public-invoice/inv-rev22mm-035/3aa7000d-ef77-42ee-a190-fbe3ffb38de8","/receipt/inv-rev22mm-035/3aa7000d-ef77-42ee-a190-fbe3ffb38de8","/payment-confirmation/inv-rev22mm-035/3aa7000d-ef77-42ee-a190-fbe3ffb38de8","b6ff9784-6deb-4b2f-bc74-6507b5168613","cf6b453e-942e-4776-aab5-c0a48db4baf9","3c538470-3c1d-4eeb-b314-86944832f0e0",2022-06-15T08:00:00Z,,2388,,"Paid",,"INV-REV22MM-035, The Bookshelf","3aa7000d-ef77-42ee-a190-fbe3ffb38de8",2022-11-30T16:43:27Z,2025-03-06T07:30:27Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","The Bookshelf",,
"INV-REV22MM-041","inv-rev22mm-041","/dashboard-invoice/inv-rev22mm-041","/public-invoice/inv-rev22mm-041/3bcac407-8f30-4717-8836-b562e918e435","/receipt/inv-rev22mm-041/3bcac407-8f30-4717-8836-b562e918e435","/payment-confirmation/inv-rev22mm-041/3bcac407-8f30-4717-8836-b562e918e435","07bd1c95-c349-4be3-a05e-877a405281f7","dc70bc91-f38b-4173-ba7f-8937f4ddc879","074bb254-7dd7-4dbc-bf83-ef454dca960f",2022-06-29T08:00:00Z,,150,,"Paid",,"INV-REV22MM-041, Mamalu Kitchen","3bcac407-8f30-4717-8836-b562e918e435",2022-11-30T21:17:35Z,2026-06-07T09:22:16Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","Mamalu Kitchen",,
"INV-REV22MM-062","inv-rev22mm-062","/dashboard-invoice/inv-rev22mm-062","/public-invoice/inv-rev22mm-062/3c496f54-db28-493e-87d5-9e5775b8c853","/receipt/inv-rev22mm-062/3c496f54-db28-493e-87d5-9e5775b8c853","/payment-confirmation/inv-rev22mm-062/3c496f54-db28-493e-87d5-9e5775b8c853","c46a0b82-78f2-4142-8e25-a9f3f16bda0a","ce43c726-29ab-409f-9653-bb6300499798","4483c20e-13f1-434b-a688-d3af1d15456a",2022-08-16T08:00:00Z,,4000,,"Paid","[{""paymentNumber"":""RX-REV22MM-062"",""_id"":""aa078584-7c68-4587-9684-f43de3ca51e6"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2022-11-30T21:08:41.573Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2022-11-30T22:04:35.998Z""},""amount"":4000,""company"":""c46a0b82-78f2-4142-8e25-a9f3f16bda0a"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Final"",""invoice"":""3c496f54-db28-493e-87d5-9e5775b8c853"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2022-09-07T20:00:00Z""},""paymentDate"":{""$date"":""2022-09-07T20:00:00Z""},""notes"":"""",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV22MM-062, Creative Sauce","3c496f54-db28-493e-87d5-9e5775b8c853",2022-11-30T21:04:29Z,2024-02-22T11:53:57Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","Creative Sauce",,
"INV-REV23MM-050","inv-rev23mm-050","/dashboard-invoice/inv-rev23mm-050","/public-invoice/inv-rev23mm-050/3d45829b-96d1-4776-9bc5-661ae3287136","/receipt/inv-rev23mm-050/3d45829b-96d1-4776-9bc5-661ae3287136","/payment-confirmation/inv-rev23mm-050/3d45829b-96d1-4776-9bc5-661ae3287136","75be43f0-4a3a-44ed-8e43-cfe7fe4615c2","c9e0cac3-097a-4ee7-8cac-67b340fa96ef","f60a69db-b326-4a34-b378-071e6eb5fe31",2023-05-04T16:00:00Z,"1",38550,,"Paid","[{""_id"":""6281e078-126f-47c0-8c87-30b5b6bb5a93"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-05-05T08:55:02.447Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-05-05T10:57:49.099Z""},""amount"":38850,""company"":""75be43f0-4a3a-44ed-8e43-cfe7fe4615c2"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Payment"",""invoice"":""3d45829b-96d1-4776-9bc5-661ae3287136"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-05-04T16:00:00Z""},""paymentDate"":{""$date"":""2023-05-04T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV23MM-050, 111 Group","3d45829b-96d1-4776-9bc5-661ae3287136",2023-05-05T07:19:15Z,2025-08-18T11:11:13Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","111 Group",,
"INV-REV23MM-060","inv-rev23mm-060","/dashboard-invoice/inv-rev23mm-060","/public-invoice/inv-rev23mm-060/3e724ca6-c643-441e-8f0d-2bbc8c1c0edc","/receipt/inv-rev23mm-060/3e724ca6-c643-441e-8f0d-2bbc8c1c0edc","/payment-confirmation/inv-rev23mm-060/3e724ca6-c643-441e-8f0d-2bbc8c1c0edc","a9fcb0ef-847b-44f7-8e69-281f112d9134","d99df0dd-c3ad-490d-9751-ca53d782f349","26f21198-1f19-48d0-9d58-948d8882608b",2023-06-05T16:00:00Z,"1",2900,,"Paid","[{""paymentNumber"":""RX-REV23MM-060"",""_id"":""f4abcb36-4328-438f-8bc0-2b5136d61024"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-06-06T08:01:16.022Z""},""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-06-06T08:01:16.022Z""},""amount"":2900,""company"":""a9fcb0ef-847b-44f7-8e69-281f112d9134"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Immediate Payment"",""invoice"":""3e724ca6-c643-441e-8f0d-2bbc8c1c0edc"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2023-06-05T16:00:00Z""},""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV23MM-060, Al Wasl Events","3e724ca6-c643-441e-8f0d-2bbc8c1c0edc",2023-06-06T07:40:24Z,2025-10-09T12:29:12Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Al Wasl Events",,
"INV-REV23MM-042","inv-rev23mm-042","/dashboard-invoice/inv-rev23mm-042","/public-invoice/inv-rev23mm-042/3ee99b9e-52be-4116-adfd-9639464fec8d","/receipt/inv-rev23mm-042/3ee99b9e-52be-4116-adfd-9639464fec8d","/payment-confirmation/inv-rev23mm-042/3ee99b9e-52be-4116-adfd-9639464fec8d","b372c328-44bd-4a98-b673-29e299159fa9","d0d9f834-ae14-4f1d-9fda-889bcd0195dd","a4889aab-4c82-46dd-bea5-d0aac6d464c5",2023-03-28T16:00:00Z,"1",23100,,"Paid","[{""_id"":""7cc217f4-04db-49e3-8c24-8d14b70367dc"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-03-29T10:24:49.445Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-11-13T10:52:41.153Z""},""amount"":6930,""company"":""b372c328-44bd-4a98-b673-29e299159fa9"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""30% Upon Project Completion"",""invoice"":""3ee99b9e-52be-4116-adfd-9639464fec8d"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-08-31T16:00:00Z""},""paymentDate"":{""$date"":""2023-11-12T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""_id"":""45f637a1-c31e-491f-b3a0-2232585c1d89"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-03-29T10:23:55.266Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-11-13T10:52:31.075Z""},""amount"":6930,""company"":""b372c328-44bd-4a98-b673-29e299159fa9"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""30% Mvp Approval"",""invoice"":""3ee99b9e-52be-4116-adfd-9639464fec8d"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-08-31T16:00:00Z""},""paymentDate"":{""$date"":""2023-11-12T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""_id"":""7d897ad0-d3d8-492a-a486-1e22f6a28e17"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-03-29T10:22:41.707Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-04-24T12:14:37.532Z""},""amount"":9240,""company"":""b372c328-44bd-4a98-b673-29e299159fa9"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""40% Initial Payment"",""invoice"":""3ee99b9e-52be-4116-adfd-9639464fec8d"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-03-28T16:00:00Z""},""paymentDate"":{""$date"":""2023-04-23T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV23MM-042, Becreatech","3ee99b9e-52be-4116-adfd-9639464fec8d",2023-03-29T10:18:17Z,2024-09-17T05:18:35Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Becreatech",,
"INV-25MM-118","inv-25mm-118","/dashboard-invoice/inv-25mm-118","/public-invoice/inv-25mm-118/3f14bf83-c5a8-423a-b5c2-64428a40dd41","/receipt/inv-25mm-118/3f14bf83-c5a8-423a-b5c2-64428a40dd41","/payment-confirmation/inv-25mm-118/3f14bf83-c5a8-423a-b5c2-64428a40dd41","426d8f37-fc41-444b-ab15-e9fc7bbb0933","f93f27cb-8874-4d4e-89f8-efbe91841fb2","bc80e659-e542-407d-a735-2713b850ae85",2025-11-18T20:00:00Z,"test",0,,"Unpaid",,"INV-25MM-118, Accesibility Campaign, Mutant","3f14bf83-c5a8-423a-b5c2-64428a40dd41",2025-11-18T11:29:49Z,2025-11-18T11:32:34Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Mutant",,2025-11-17T20:00:00Z
"INV-25MM-103","inv-25mm-103","/dashboard-invoice/inv-25mm-103","/public-invoice/inv-25mm-103/404ed703-9dce-4a00-8637-8dd11b6b9b08","/receipt/inv-25mm-103/404ed703-9dce-4a00-8637-8dd11b6b9b08","/payment-confirmation/inv-25mm-103/404ed703-9dce-4a00-8637-8dd11b6b9b08","75be43f0-4a3a-44ed-8e43-cfe7fe4615c2","c9e0cac3-097a-4ee7-8cac-67b340fa96ef","fdee3d20-ed59-41a5-845f-aa9a0824c139",2025-11-12T20:00:00Z,"N/A",5906.25,,"Paid","[{""percentage"":1,""_id"":""cced8708-f227-4281-8dcb-e41948741814"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-10-14T09:42:05.341Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-11-14T06:44:43.094Z""},""amount"":5906.25,""company"":""75be43f0-4a3a-44ed-8e43-cfe7fe4615c2"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Due every 14th of the month"",""invoice"":""404ed703-9dce-4a00-8637-8dd11b6b9b08"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2025-11-13T20:00:00Z""},""paymentDate"":{""$date"":""2025-11-12T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-103, 111Group - WEB APP AMC, 111 Group","404ed703-9dce-4a00-8637-8dd11b6b9b08",2025-10-14T09:40:47Z,2026-01-27T12:26:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b","111 Group",,2025-11-12T20:00:00Z
"INV-25MM-026","inv-25mm-026","/dashboard-invoice/inv-25mm-026","/public-invoice/inv-25mm-026/4120af8a-5bdb-4bef-8389-1bf225ee8cea","/receipt/inv-25mm-026/4120af8a-5bdb-4bef-8389-1bf225ee8cea","/payment-confirmation/inv-25mm-026/4120af8a-5bdb-4bef-8389-1bf225ee8cea","0d5fb996-1d33-40e4-a21c-63d0244f4b18","353350f0-9fa0-4d37-ad9b-54ebfc7d77ea","2aecd8c8-af66-4dc1-acc8-86f4545f04fb",2025-04-03T20:00:00Z,"N/A",10500,,"Cancelled","[{""paymentNumber"":""RX-25MM-026"",""percentage"":1,""_id"":""6637621c-bd38-485c-907d-03864a7ce224"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-04-04T08:37:54.322Z""},""paymentMethod"":"""",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-04-04T08:40:42.055Z""},""amount"":10500,""company"":""0d5fb996-1d33-40e4-a21c-63d0244f4b18"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Due for Payment"",""invoice"":""4120af8a-5bdb-4bef-8389-1bf225ee8cea"",""note"":"""",""status"":""Not Due"",""dueDate"":{""$date"":""2025-04-06T20:00:00Z""},""paymentDate"":null,""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-026, Bold & Beyond Coaching - Social Media Marketing & Performance Marketing, Bold & Beyond Coaching","4120af8a-5bdb-4bef-8389-1bf225ee8cea",2025-04-04T08:30:56Z,2025-04-16T07:48:26Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Bold & Beyond Coaching",,
"INV-25MM-028","inv-25mm-028","/dashboard-invoice/inv-25mm-028","/public-invoice/inv-25mm-028/42a83461-ffb9-4b3f-aaf1-8e74e49ae1d6","/receipt/inv-25mm-028/42a83461-ffb9-4b3f-aaf1-8e74e49ae1d6","/payment-confirmation/inv-25mm-028/42a83461-ffb9-4b3f-aaf1-8e74e49ae1d6","56eac7e9-af94-47c0-b4b1-2a4101a9b0c1","04be3f3e-1786-4d4b-a1cc-743721b3c18c","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",2025-04-06T20:00:00Z,"N/A",2668.5,,"Paid","[{""percentage"":null,""_id"":""3dabca1f-212f-40b9-9b72-f4a1a8b3d697"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-04-07T10:33:13.560Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-05-01T13:42:16.357Z""},""amount"":2668.5,""company"":""56eac7e9-af94-47c0-b4b1-2a4101a9b0c1"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Upfront Payment"",""invoice"":""42a83461-ffb9-4b3f-aaf1-8e74e49ae1d6"",""note"":""<p>Overall Services</p>"",""status"":""Paid"",""dueDate"":{""$date"":""2025-04-06T20:00:00Z""},""paymentDate"":{""$date"":""2025-04-30T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-028, E L I T E Property Brokerage LLC","42a83461-ffb9-4b3f-aaf1-8e74e49ae1d6",2025-04-07T10:33:12Z,2025-08-25T11:35:53Z,"01f011dc-8d52-4de4-9524-780ccef3313b","E L I T E Property Brokerage LLC","4a2bafa2-16f1-47d5-b2c1-3cbc69226d71",
"INV-REV22MM-054","inv-rev22mm-054","/dashboard-invoice/inv-rev22mm-054","/public-invoice/inv-rev22mm-054/42d7d6c7-dc3a-42ec-9207-67b7b782efff","/receipt/inv-rev22mm-054/42d7d6c7-dc3a-42ec-9207-67b7b782efff","/payment-confirmation/inv-rev22mm-054/42d7d6c7-dc3a-42ec-9207-67b7b782efff","fcf1dbd0-6818-40c7-82fb-94bc6ebba655","b3fe52bd-a7ff-4193-8b6c-b47b688242b6","4da22a62-a532-40c0-b35b-32e1c75a6033",2022-09-12T08:00:00Z,,500,,"Paid",,"INV-REV22MM-054, Lenses UAE","42d7d6c7-dc3a-42ec-9207-67b7b782efff",2022-11-30T20:56:18Z,2024-10-02T11:21:27Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","Lenses UAE",,
"INV-24MM-065","inv-24mm-065","/dashboard-invoice/inv-24mm-065","/public-invoice/inv-24mm-065/42d98a71-b653-4e59-8ebe-b49370d899e4","/receipt/inv-24mm-065/42d98a71-b653-4e59-8ebe-b49370d899e4","/payment-confirmation/inv-24mm-065/42d98a71-b653-4e59-8ebe-b49370d899e4","a4951bc6-bc11-4719-918b-1c0361369e6f","05d391b7-ffaa-45a4-8827-6d519c92a5fd","20cad3a3-c682-432f-a530-448c8a803d70",2024-07-04T16:00:00Z,"N/A",45.989999999999995,,"Cancelled","[{""paymentNumber"":""RX-24MM-065"",""percentage"":1,""_id"":""216463a8-1eca-452d-aa72-cb7fbd6f78ed"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-07-05T08:38:49.192Z""},""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-07-05T08:38:49.192Z""},""amount"":45.989999999999995,""company"":""a4951bc6-bc11-4719-918b-1c0361369e6f"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Due for payment"",""invoice"":""42d98a71-b653-4e59-8ebe-b49370d899e4"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2024-07-05T16:00:00Z""},""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-24MM-065, Ride Skipper - Social Media Marketing, Ride Skipper Hospitality Services LLC","42d98a71-b653-4e59-8ebe-b49370d899e4",2024-07-05T08:36:15Z,2024-09-06T09:22:26Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Ride Skipper Hospitality Services LLC",,
"INV-25MM-087","inv-25mm-087","/dashboard-invoice/inv-25mm-087","/public-invoice/inv-25mm-087/42d9ada2-9cf4-4a43-860d-dbe1e2b665b1","/receipt/inv-25mm-087/42d9ada2-9cf4-4a43-860d-dbe1e2b665b1","/payment-confirmation/inv-25mm-087/42d9ada2-9cf4-4a43-860d-dbe1e2b665b1","56eac7e9-af94-47c0-b4b1-2a4101a9b0c1","04be3f3e-1786-4d4b-a1cc-743721b3c18c","e33f7865-b24a-4e78-879d-af2787788071",2025-09-11T20:00:00Z,"N/A",2992.5,,"Cancelled","[{""percentage"":1,""_id"":""9e4d3f22-5343-4951-a53c-e859bebe7c88"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-09-12T05:47:30.759Z""},""paymentMethod"":"""",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-09-12T05:48:51.087Z""},""amount"":2992.5,""company"":""56eac7e9-af94-47c0-b4b1-2a4101a9b0c1"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""One Time Payment"",""invoice"":""42d9ada2-9cf4-4a43-860d-dbe1e2b665b1"",""note"":""<p>Designing &amp; Rebranding starts post payment</p>"",""status"":""Due"",""dueDate"":{""$date"":""2025-09-11T20:00:00Z""},""paymentDate"":null,""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-087, ELITE Property Brokerage LLC","42d9ada2-9cf4-4a43-860d-dbe1e2b665b1",2025-09-12T05:47:30Z,2025-10-01T08:12:12Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ELITE Property Brokerage LLC","2924da3d-ed51-4ffc-b530-ac9e8451a654",2025-09-11T20:00:00Z
"INV-REV23MM-027","inv-rev23mm-027","/dashboard-invoice/inv-rev23mm-027","/public-invoice/inv-rev23mm-027/4427a57c-89bc-4a8d-af0f-4f13e34fb246","/receipt/inv-rev23mm-027/4427a57c-89bc-4a8d-af0f-4f13e34fb246","/payment-confirmation/inv-rev23mm-027/4427a57c-89bc-4a8d-af0f-4f13e34fb246","3f7c1374-b464-48a6-8163-f14cbf61a72c","3bd35c8a-56bc-444b-94b5-fda05799ed93","2690fb93-ff6c-4d61-8312-eea8799b45ef",2023-12-01T16:00:00Z,,2000,,"Paid","[{""_id"":""736077d3-c5e0-412e-9312-d0a2ba2b332f"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-02-15T06:58:22.231Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-01-17T05:00:30.570Z""},""amount"":2000,""company"":""3f7c1374-b464-48a6-8163-f14cbf61a72c"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Annual Subscription"",""invoice"":""4427a57c-89bc-4a8d-af0f-4f13e34fb246"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-12-21T16:00:00Z""},""paymentDate"":{""$date"":""2024-01-16T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV23MM-027, Emirates World Medical Supplies","4427a57c-89bc-4a8d-af0f-4f13e34fb246",2023-02-15T06:57:37Z,2025-12-05T08:51:38Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Emirates World Medical Supplies",,
